task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header,1Column,1Par 1,1Prompt,1Answer,1Answer Column / Row
3.0,DS7_cereal_zebra3.png,23.0,7.0,cereal,zebra,3.0,Sort,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Cinnamon Toast-Cap Crunch-Mini Wheats,7 23 18
3.0,DS8_cereal_zebra4.png,24.0,8.0,cereal,zebra,4.0,Sort,Sodium,K,75 73 71,"In the 'Sodium' column, give the row names of the cereals with the highest 3 values in descending order ",Wonderful Chex-Bran Chex-Raisin Bran,16 10 19
3.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Sort,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
3.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Sort,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
3.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Sort,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
3.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Sort,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
3.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Sort,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",Adaline Age-Project Almanac-Ricki Flash,21 16 17
3.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Sort,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Fantastic Four-Flights Up-Hunting Ground,5 21 20
3.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Sort,Film Comment,H,98 84 80,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",South Paw-Next Door-Black Sea,10 9 20
3.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Sort,Fandango,J,71 70 68,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-End Tour-Tomorrow land,18 6 10
4.0,DS1_anime_plain1.png,33.0,1.0,anime,plain,1.0,Estimate Average,Completed,D,,"In the 'Completed' column, calculate a rough estimate of the average value",28.89655172413793,D
4.0,DS2_anime_plain2.png,34.0,2.0,anime,plain,2.0,Estimate Average,Ranked,F,,"In the 'Ranked' column, calculate a rough estimate of the average value",62.37931034482759,F
4.0,DS3_anime_plain3.png,35.0,3.0,anime,plain,3.0,Estimate Average,Completed,E,,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
4.0,DS4_anime_plain4.png,36.0,4.0,anime,plain,4.0,Estimate Average,Members,G,,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
4.0,DS5_cereal_zebra1.png,21.0,5.0,cereal,zebra,1.0,Estimate Average,Fiber,F,,"In the 'Fiber' column, calculate a rough estimate of the average value",56.93103448275862,F
4.0,DS6_cereal_zebra2.png,22.0,6.0,cereal,zebra,2.0,Estimate Average,Fiber,G,,"In the 'Fiber' column, calculate a rough estimate of the average value",52.310344827586206,G
4.0,DS7_cereal_zebra3.png,23.0,7.0,cereal,zebra,3.0,Estimate Average,Sugars,D,,"In the 'Sugars' column, calculate a rough estimate of the average value",35.62068965517241,D
4.0,DS8_cereal_zebra4.png,24.0,8.0,cereal,zebra,4.0,Estimate Average,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",52.310344827586206,E
4.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Estimate Average,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
4.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Estimate Average,Pluribus,D,,"In the 'Pluribus' column, calculate a rough estimate of the average value",35.62068965517241,D
4.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Estimate Average,Nougat,F,,"In the 'Nougat' column, calculate a rough estimate of the average value",50.241379310344826,F
4.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Estimate Average,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
4.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Estimate Average,Metacritic,E,,"In the 'Metacritic' column, calculate a rough estimate of the average value",52.310344827586206,E
4.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Estimate Average,Fandango,G,,"In the 'Fandango' column, calculate a rough estimate of the average value",37.86206896551724,G
4.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Estimate Average,Metacritic,F,,"In the 'Metacritic' column, calculate a rough estimate of the average value",50.241379310344826,F
4.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Estimate Average,Hulu,E,,"In the 'Hulu' column, calculate a rough estimate of the average value",52.310344827586206,E
5.0,DS1_anime_plain1.png,33.0,1.0,anime,plain,1.0,Retrieve Value,Watching,G,15,"In the 'Watching' column, find the  with a value equal to '15' ",Helping Alice,16
5.0,DS2_anime_plain2.png,34.0,2.0,anime,plain,2.0,Retrieve Value,On-Hold,H,26,"In the 'On-Hold' column, find the  with a value equal to '26' ",Attacking Titan,20
5.0,DS3_anime_plain3.png,35.0,3.0,anime,plain,3.0,Retrieve Value,On-Hold,I,17,"In the 'On-Hold' column, find the  with a value equal to '17' ",Ultimate horror,16
5.0,DS4_anime_plain4.png,36.0,4.0,anime,plain,4.0,Retrieve Value,Popularity,J,12,"In the 'Popularity' column, find the  with a value equal to '12' ",Helping Alice,18
5.0,DS5_cereal_zebra1.png,21.0,5.0,cereal,zebra,1.0,Retrieve Value,Sugars,K,51,"In the 'Sugars' column, find the  with a value equal to '51' ",Wonderful Chex,17
5.0,DS6_cereal_zebra2.png,22.0,6.0,cereal,zebra,2.0,Retrieve Value,Score,H,32,"In the 'Score' column, find the  with a value equal to '32' ",Wheat Cream,19
5.0,DS7_cereal_zebra3.png,23.0,7.0,cereal,zebra,3.0,Retrieve Value,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Lucky Charms,17
5.0,DS8_cereal_zebra4.png,24.0,8.0,cereal,zebra,4.0,Retrieve Value,Sodium,K,26,"In the 'Sodium' column, find the  with a value equal to '26' ",Wheat Cream,20
5.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Retrieve Value,Bar,J,32,"In the 'Bar' column, find the  with a value equal to '32' ",Jaw Busters,19
5.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Retrieve Value,Bar,K,68,"In the 'Bar' column, find the  with a value equal to '68' ",Haribo Cola,17
5.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Retrieve Value,SugarPercent,L,26,"In the 'SugarPercent' column, find the  with a value equal to '26' ",Hersheys Kisses,11
5.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Retrieve Value,Pluribus,K,15,"In the 'Pluribus' column, find the  with a value equal to '15' ",Red Vines,15
5.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Retrieve Value,IMDB,J,67,"In the 'IMDB' column, find the  with a value equal to '67' ",South Paw,20
5.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Retrieve Value,Hulu,I,79,"In the 'Hulu' column, find the  with a value equal to '79' ",Saint Laurent,18
5.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Retrieve Value,Naver,L,73,"In the 'Naver' column, find the  with a value equal to '73' ",End Tour,19
5.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Retrieve Value,Film Comment,K,31,"In the 'Film Comment' column, find the  with a value equal to '31' ",Next Door,17
,,,,,,,,Score,J,80,"In the 'Score' column, count how many cells exceed the value of '80' ",7,J
,,,,,,,,Plan to Watch,I,70,"In the 'Plan to Watch' column, count how many cells exceed the value of '70' ",6,I
,,,,,,,,Popularity,G,88,"In the 'Popularity' column, count how many cells exceed the value of '88' ",5,G
,,,,,,,,Score,K,43,"In the 'Score' column, count how many cells exceed the value of '43' ",8,K
,,,,,,,,Sodium,I,57,"In the 'Sodium' column, count how many cells exceed the value of '57' ",8,I
,,,,,,,,Score,H,70,"In the 'Score' column, count how many cells exceed the value of '70' ",5,H
,,,,,,,,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J
,,,,,,,,Sodium,K,60,"In the 'Sodium' column, count how many cells exceed the value of '60' ",7,K
,,,,,,,,Hard,K,66,"In the 'Hard' column, count how many cells exceed the value of '66' ",5,K
,,,,,,,,SugarPercent,J,38,"In the 'SugarPercent' column, count how many cells exceed the value of '38' ",8,J
,,,,,,,,Caramel,G,50,"In the 'Caramel' column, count how many cells exceed the value of '50' ",7,G
,,,,,,,,SugarPercent,I,57,"In the 'SugarPercent' column, count how many cells exceed the value of '57' ",6,I
,,,,,,,,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
,,,,,,,,Hulu,I,76,"In the 'Hulu' column, count how many cells exceed the value of '76' ",8,I
,,,,,,,,PluggedIn,J,54,"In the 'PluggedIn' column, count how many cells exceed the value of '54' ",7,J
,,,,,,,,Netflix,G,57,"In the 'Netflix' column, count how many cells exceed the value of '57' ",6,G
,,,,,,,,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I
,,,,,,,,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L
,,,,,,,,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K
,,,,,,,,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J
,,,,,,,,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K
,,,,,,,,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I
,,,,,,,,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J
,,,,,,,,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L
,,,,,,,,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L
,,,,,,,,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J
,,,,,,,,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K
,,,,,,,,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I
,,,,,,,,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
,,,,,,,,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
,,,,,,,,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K
,,,,,,,,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
,,,,,,,,Plan to Watch,L,60 56 53,"In the 'Plan to Watch' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Mobile Phone-Great Teacher,13 18 27
,,,,,,,,Plan to Watch,I,88 86 83,"In the 'Plan to Watch' column, give the row names of the animes with the highest 3 values in descending order ",Connect Angel-Best Humanity-Assassian World,5 18 6
,,,,,,,,Ranked,J,75 73 71,"In the 'Ranked' column, give the row names of the animes with the highest 3 values in descending order ",Ultra Generation-Connect Angel-Magical Warfare,5 10 11
,,,,,,,,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Ultra Generation-Mobile Phone-Ultimate horror,6 24 22
,,,,,,,,Vitamins,H,88 86 83,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Corn Favorite-Raisin Bran,5 19 20
,,,,,,,,Protein,I,71 70 68,"In the 'Protein' column, give the row names of the cereals with the highest 3 values in descending order ",Smile Maker-Natural Bran-Fruity Pebbles,22 3 7
,,,,,,,,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Cinnamon Toast-Cap Crunch-Mini Wheats,7 23 18
,,,,,,,,Sodium,K,75 73 71,"In the 'Sodium' column, give the row names of the cereals with the highest 3 values in descending order ",Wonderful Chex-Bran Chex-Raisin Bran,16 10 19
,,,,,,,,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
,,,,,,,,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
,,,,,,,,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
,,,,,,,,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
,,,,,,,,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",Adaline Age-Project Almanac-Ricki Flash,21 16 17
,,,,,,,,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Fantastic Four-Flights Up-Hunting Ground,5 21 20
,,,,,,,,Film Comment,H,98 84 80,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",South Paw-Next Door-Black Sea,10 9 20
,,,,,,,,Fandango,J,71 70 68,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-End Tour-Tomorrow land,18 6 10
,,,,,,,,Completed,D,,"In the 'Completed' column, calculate a rough estimate of the average value",28.89655172413793,D
,,,,,,,,Ranked,F,,"In the 'Ranked' column, calculate a rough estimate of the average value",62.37931034482759,F
,,,,,,,,Completed,E,,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
,,,,,,,,Members,G,,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
,,,,,,,,Fiber,F,,"In the 'Fiber' column, calculate a rough estimate of the average value",56.93103448275862,F
,,,,,,,,Fiber,G,,"In the 'Fiber' column, calculate a rough estimate of the average value",52.310344827586206,G
,,,,,,,,Sugars,D,,"In the 'Sugars' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,Pluribus,D,,"In the 'Pluribus' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,Nougat,F,,"In the 'Nougat' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,Metacritic,E,,"In the 'Metacritic' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,Fandango,G,,"In the 'Fandango' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,Metacritic,F,,"In the 'Metacritic' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,Hulu,E,,"In the 'Hulu' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,Watching,G,15,"In the 'Watching' column, find the  with a value equal to '15' ",Helping Alice,16
,,,,,,,,On-Hold,H,26,"In the 'On-Hold' column, find the  with a value equal to '26' ",Attacking Titan,20
,,,,,,,,On-Hold,I,17,"In the 'On-Hold' column, find the  with a value equal to '17' ",Ultimate horror,16
,,,,,,,,Popularity,J,12,"In the 'Popularity' column, find the  with a value equal to '12' ",Helping Alice,18
,,,,,,,,Sugars,K,51,"In the 'Sugars' column, find the  with a value equal to '51' ",Wonderful Chex,17
,,,,,,,,Score,H,32,"In the 'Score' column, find the  with a value equal to '32' ",Wheat Cream,19
,,,,,,,,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Lucky Charms,17
,,,,,,,,Sodium,K,26,"In the 'Sodium' column, find the  with a value equal to '26' ",Wheat Cream,20
,,,,,,,,Bar,J,32,"In the 'Bar' column, find the  with a value equal to '32' ",Jaw Busters,19
,,,,,,,,Bar,K,68,"In the 'Bar' column, find the  with a value equal to '68' ",Haribo Cola,17
,,,,,,,,SugarPercent,L,26,"In the 'SugarPercent' column, find the  with a value equal to '26' ",Hersheys Kisses,11
,,,,,,,,Pluribus,K,15,"In the 'Pluribus' column, find the  with a value equal to '15' ",Red Vines,15
,,,,,,,,IMDB,J,67,"In the 'IMDB' column, find the  with a value equal to '67' ",South Paw,20
,,,,,,,,Hulu,I,79,"In the 'Hulu' column, find the  with a value equal to '79' ",Saint Laurent,18
,,,,,,,,Naver,L,73,"In the 'Naver' column, find the  with a value equal to '73' ",End Tour,19
,,,,,,,,Film Comment,K,31,"In the 'Film Comment' column, find the  with a value equal to '31' ",Next Door,17
